p0,S,F,observations,posterior_mean_A,demand_probability,best_response_product,uses_product2,q_gap_product2_minus_product1,continuation_gap_success_minus_failure,value
0.8,26,30,56,0.46551724137931033,9.91236837055709e-09,1,0,-0.5999999015844535,2.589882803995498e-07,1.883349934060507e-07
0.8,27,29,56,0.4827586206896552,4.6339942216810925e-08,1,0,-0.5999995641598321,1.1469478101901923e-06,8.804587680543306e-07
0.8,28,28,56,0.5,2.0245811560570814e-07,1,0,-0.5999981965255098,4.745985500382834e-06,3.846701458043729e-06
0.8,29,27,56,0.5172413793103449,8.26930809161297e-07,1,0,-0.5999930265980313,1.8351057812175722e-05,1.5711637153741947e-05
0.8,30,26,56,0.5344827586206896,3.158295531768829e-06,1,0,-0.5999748062221535,6.629941538540578e-05,6.000688113037313e-05
0.8,31,25,56,0.5517241379310345,1.1280469404129079e-05,1,0,-0.5999149763217257,0.00022374652177397855,0.00021431924434356129
0.8,32,24,56,0.5689655172413793,3.76775344893554e-05,1,0,-0.599732101215749,0.0007049968006604625,0.0007157626265884483
0.8,33,23,56,0.5862068965517241,0.00011766864080831052,1,0,-0.5992125470215359,0.002072244680168569,0.0022346093282157946
0.8,34,22,56,0.603448275862069,0.0003435258821794518,1,0,-0.5978438362806233,0.005674115050991219,0.006517594226153828
0.8,35,21,56,0.6206896551724138,0.0009372077737833662,1,0,-0.594514147321038,0.014436454418321067,0.017737172246090418
0.8,36,20,56,0.6379310344827587,0.0023884301754819592,1,0,-0.5870885904134603,0.0339773936487885,0.04493367075918807
0.8,37,19,56,0.6551724137931034,0.005683097249608471,1,0,-0.5720952969024142,0.07343342920417273,0.10553297039237351
0.8,38,18,56,0.6724137931034483,0.012619238458295934,1,0,-0.5451771618429438,0.14427062672909524,0.2284214008205017
0.8,39,17,56,0.6896551724137931,0.02613582132650727,1,0,-0.5029222186917017,0.2554678455481533,0.4526877717325043
0.8,40,16,56,0.7068965517241379,0.05046567048928796,1,0,-0.44445677267841255,0.4093242824252301,0.8192276201498893
0.8,41,15,56,0.7241379310344828,0.09081761544219225,1,0,-0.36904687747350273,0.6077713750697307,1.3626808558263823
0.8,42,14,56,0.7413793103448276,0.15230629346566538,1,0,-0.27254350709847275,0.8617276128987568,2.1173663594806724
0.8,43,13,56,0.7586206896551724,0.23810444884725612,1,0,-0.13912610787751722,1.2128260319012685,3.1396606934150983
0.8,44,12,56,0.7758620689655172,0.34730210115109883,2,1,0.1034269095303646,1.8511234461325419,4.67091510860546
0.8,45,11,56,0.7931034482758621,0.47348605492442786,2,1,0.23630414611258033,2.20080038450679,6.742649048720498
0.8,46,10,56,0.8103448275862069,0.605156267557467,2,1,0.2723446150890929,2.295643723918661,8.982825472371259
0.8,47,9,56,0.8275862068965517,0.7284219985330782,2,1,0.22040446849607598,2.158959127621255,11.15146810889059
0.8,48,8,56,0.8448275862068966,0.8311434410127543,2,1,0.0967121318807731,1.8334529786336127,13.045915020485252
0.8,49,7,56,0.8620689655172413,0.9066122558957816,1,0,-0.0027065001308095304,1.5718249996557674,14.661003891311951
0.8,50,6,56,0.8793103448275862,0.9549122974209191,1,0,-0.08722290082780049,1.349413418874203,16.1177441170597
0.8,51,5,56,0.896551724137931,0.9814299672778574,1,0,-0.22632193004965373,0.9833633419745951,17.299659767807317
0.8,52,4,56,0.9137931034482759,0.9936688918272135,1,0,-0.3732286364708344,0.5967667461293757,18.115907040171386
0.8,53,3,56,0.9310344827586207,0.9982873539213102,1,0,-0.4800093215550447,0.3157649432762035,18.593578633398074
0.8,54,2,56,0.9482758620689655,0.9996557871343759,1,0,-0.54545538642369,0.1435384567797442,18.837560646958018
0.8,55,1,56,0.9655172413793104,0.9999543543808629,1,0,-0.5791144047092516,0.05496209287039022,18.944751618753237
0.8,56,0,56,0.9827586206896551,0.9999970068446468,1,0,-0.5934456485412305,0.017248293312547958,18.984466166623964
0.8,0,57,57,0.01694915254237288,0.0,1,0,-0.6,0.0,0.0
0.8,1,56,57,0.03389830508474576,0.0,1,0,-0.6,0.0,0.0
0.8,2,55,57,0.05084745762711865,0.0,1,0,-0.6,0.0,0.0
0.8,3,54,57,0.06779661016949153,0.0,1,0,-0.6,0.0,0.0
0.8,4,53,57,0.0847457627118644,0.0,1,0,-0.6,0.0,0.0
0.8,5,52,57,0.1016949152542373,0.0,1,0,-0.6,0.0,0.0
0.8,6,51,57,0.11864406779661017,0.0,1,0,-0.6,0.0,0.0
0.8,7,50,57,0.13559322033898305,0.0,1,0,-0.6,0.0,0.0
0.8,8,49,57,0.15254237288135594,0.0,1,0,-0.6,0.0,0.0
0.8,9,48,57,0.1694915254237288,0.0,1,0,-0.6,0.0,0.0
0.8,10,47,57,0.1864406779661017,0.0,1,0,-0.6,0.0,0.0
0.8,11,46,57,0.2033898305084746,0.0,1,0,-0.6,0.0,0.0
0.8,12,45,57,0.22033898305084745,0.0,1,0,-0.6,0.0,0.0
0.8,13,44,57,0.23728813559322035,0.0,1,0,-0.6,0.0,0.0
0.8,14,43,57,0.2542372881355932,0.0,1,0,-0.6,0.0,0.0
0.8,15,42,57,0.2711864406779661,0.0,1,0,-0.6,0.0,0.0
0.8,16,41,57,0.288135593220339,0.0,1,0,-0.6,0.0,0.0
0.8,17,40,57,0.3050847457627119,1.1102230246251565e-16,1,0,-0.5999999999999976,6.3282712403633875e-15,2.1094237467877955e-15
0.8,18,39,57,0.3220338983050847,9.992007221626409e-16,1,0,-0.5999999999999839,4.2188474935755955e-14,1.89848137210902e-14
0.8,19,38,57,0.3389830508474576,8.548717289613705e-15,1,0,-0.5999999999998726,3.3539837573925924e-13,1.6242562850266083e-13
0.8,20,37,57,0.3559322033898305,6.705747068735946e-14,1,0,-0.5999999999990501,2.4996671399432766e-12,1.274091943059809e-12
0.8,21,36,57,0.3728813559322034,4.908295991867817e-13,1,0,-0.5999999999934358,1.7274071062421288e-11,9.325762384545148e-12
0.8,22,35,57,0.3898305084745763,3.341327214911871e-12,1,0,-0.5999999999577648,1.1114553721681391e-10,6.348521708304447e-11
0.8,23,34,57,0.4067796610169492,2.1188273358063725e-11,1,0,-0.599999999746585,6.668816609378063e-10,4.0257719378796666e-10
0.8,24,33,57,0.423728813559322,1.252955517117016e-10,1,0,-0.5999999985808769,3.734534345895735e-09,2.380615481866841e-09
0.8,25,32,57,0.4406779661016949,6.916387462752027e-10,1,0,-0.5999999925768948,1.9534487280051818e-08,1.3141136155951336e-08
0.8,26,31,57,0.4576271186440678,3.5669200926236044e-09,1,0,-0.5999999637092657,9.550193249352822e-08,6.777148106325259e-08
0.8,27,30,57,0.4745762711864407,1.7197883117603396e-08,1,0,-0.5999998340995147,4.365802242974092e-07,3.2675976146280237e-07
0.8,28,29,57,0.4915254237288136,7.756357689459037e-08,1,0,-0.5999992906327178,1.8667560055748495e-06,1.4737075716529946e-06
0.8,29,28,57,0.5084745762711864,3.273526543168259e-07,1,0,-0.5999971625361308,7.467010182102674e-06,6.219693072035828e-06
0.8,30,27,57,0.5254237288135594,1.2932037536383945e-06,1,0,-0.5999893824709266,2.7940865982447393e-05,2.457075088421155e-05
0.8,31,26,57,0.5423728813559322,4.782730306240879e-06,1,0,-0.5999628396426927,9.779041396658007e-05,9.087016626961734e-05
0.8,32,25,57,0.559322033898305,1.6559882421218752e-05,1,0,-0.5998783953327961,0.0003200122821155019,0.0003146166880435959
0.8,33,24,57,0.576271186440678,5.367575575321304e-05,1,0,-0.5996281392102499,0.000978581025657922,0.0010196134887040583
0.8,34,23,57,0.5932203389830508,0.00016284008908251657,1,0,-0.5989384283780129,0.0027936095315447594,0.003091858168872627
0.8,35,22,57,0.6101694915254238,0.00046226226050016805,1,0,-0.5971755356548967,0.0074328009081667465,0.008765973219863846
0.8,36,21,57,0.6271186440677966,0.0012274522541231292,1,0,-0.5930165205528501,0.01837757749249977,0.023202427638184912
0.8,37,20,57,0.6440677966101694,0.003047363590307217,1,0,-0.5840347184192758,0.042013898896642324,0.05717982128697341
0.8,38,19,57,0.6610169491525424,0.007070325491346008,1,0,-0.5665083312826398,0.08813597030884249,0.13061325049114614
0.8,39,18,57,0.6779661016949152,0.015322555031938245,1,0,-0.5360548470886911,0.16827671818765527,0.2748838772202414
0.8,40,17,57,0.6949152542372882,0.03100179115906332,1,0,-0.48897237847738995,0.29217795137528996,0.5303517227683947
0.8,41,16,57,0.711864406779661,0.05853605947986873,1,0,-0.42202430539073754,0.4683570910770064,0.9396760051936248
0.8,42,15,57,0.7288135593220338,0.10311535104688685,1,0,-0.33043097711283886,0.709392165492529,1.5474473802633555
0.8,43,14,57,0.7457627118644068,0.1694659245419834,1,0,-0.21021961869180572,1.0257378455478805,2.4091749931621123
0.8,44,13,57,0.7627118644067796,0.25994397930802426,1,0,-0.02323840821779566,1.5177936625847486,3.6220010250633807
0.8,45,12,57,0.7796610169491526,0.3725388919057647,2,1,0.1782462944645724,2.0480165643804504,5.473124471195923
0.8,46,11,57,0.7966101694915254,0.4998200974510354,2,1,0.27330892950732366,2.2981813934403252,7.673924855702713
0.8,47,10,57,0.8135593220338984,0.6298094137525891,2,1,0.2847198917258691,2.328210241383861,9.969568579621374
0.8,48,9,57,0.8305084745762712,0.7489662870290135,2,1,0.2086777018609265,2.1280992154234895,12.128527707242629
0.8,49,8,57,0.847457627118644,0.8462372039893598,2,1,0.0675291413720096,1.7566556351895013,13.961980685876242
0.8,50,7,57,0.864406779661017,0.9162722642008091,1,0,-0.03000413883465214,1.4999891083298618,15.533805685532009
0.8,51,6,57,0.8813559322033898,0.9602158313923068,1,0,-0.15751663376500602,1.164429911144719,16.883219104406212
0.8,52,5,57,0.8983050847457628,0.9838777521877287,1,0,-0.3211535669775891,0.7338064026905577,17.866582446380807
0.8,53,4,57,0.9152542372881356,0.9945925842460328,1,0,-0.44683210903129833,0.4030733972860503,18.463349192510183
0.8,54,3,57,0.9322033898305084,0.9985610405639233,1,0,-0.5277701757067135,0.1900784849823225,18.779114135786386
0.8,55,2,57,0.9491525423728814,0.9997155005836732,1,0,-0.5713357976859363,0.07543211135279293,18.92265259256613
0.8,56,1,57,0.9661016949152542,0.9999628848736196,1,0,-0.590687162837753,0.024507466216441287,18.97761468543652
0.8,57,0,57,0.9830508474576272,0.9999976054757174,1,0,-0.5976205851485403,0.006261618030148242,18.99486297874907
0.8,0,58,58,0.016666666666666666,0.0,1,0,-0.6,0.0,0.0
0.8,1,57,58,0.03333333333333333,0.0,1,0,-0.6,0.0,0.0
0.8,2,56,58,0.05,0.0,1,0,-0.6,0.0,0.0
0.8,3,55,58,0.06666666666666667,0.0,1,0,-0.6,0.0,0.0
0.8,4,54,58,0.08333333333333333,0.0,1,0,-0.6,0.0,0.0
0.8,5,53,58,0.1,0.0,1,0,-0.6,0.0,0.0
0.8,6,52,58,0.11666666666666667,0.0,1,0,-0.6,0.0,0.0
0.8,7,51,58,0.13333333333333333,0.0,1,0,-0.6,0.0,0.0
0.8,8,50,58,0.15,0.0,1,0,-0.6,0.0,0.0
0.8,9,49,58,0.16666666666666666,0.0,1,0,-0.6,0.0,0.0
0.8,10,48,58,0.18333333333333332,0.0,1,0,-0.6,0.0,0.0
0.8,11,47,58,0.2,0.0,1,0,-0.6,0.0,0.0
0.8,12,46,58,0.21666666666666667,0.0,1,0,-0.6,0.0,0.0
0.8,13,45,58,0.23333333333333334,0.0,1,0,-0.6,0.0,0.0
0.8,14,44,58,0.25,0.0,1,0,-0.6,0.0,0.0
0.8,15,43,58,0.26666666666666666,0.0,1,0,-0.6,0.0,0.0
0.8,16,42,58,0.2833333333333333,0.0,1,0,-0.6,0.0,0.0
0.8,17,41,58,0.3,0.0,1,0,-0.5999999999999992,2.1094237467877943e-15,0.0
0.8,18,40,58,0.31666666666666665,3.3306690738754696e-16,1,0,-0.5999999999999952,1.2656542480726772e-14,6.3282712403633875e-15
0.8,19,39,58,0.3333333333333333,2.55351295663786e-15,1,0,-0.5999999999999623,9.914291609902659e-14,4.851674617611934e-14
0.8,20,38,58,0.35,2.020605904817785e-14,1,0,-0.5999999999997074,7.699396675775286e-13,3.839151219153786e-13
0.8,21,37,58,0.36666666666666664,1.517674874662589e-13,1,0,-0.5999999999979271,5.45496980919127e-12,2.8835822618586553e-12
0.8,22,36,58,0.38333333333333336,1.0609291223317996e-12,1,0,-0.5999999999863017,3.604794240872365e-11,2.0157653324279942e-11
0.8,23,35,58,0.4,6.910694239081749e-12,1,0,-0.5999999999155285,2.2229318385350752e-10,1.3130319054109386e-10
0.8,24,34,58,0.4166666666666667,4.20097290287913e-11,1,0,-0.5999999995134435,1.2804117763290198e-09,7.981848514789002e-10
0.8,25,33,58,0.43333333333333335,2.385641684199413e-10,1,0,-0.5999999973800805,6.894524941493196e-09,4.532719197374635e-09
0.8,26,32,58,0.45,1.2666950821582645e-09,1,0,-0.5999999868033689,3.472797655248293e-08,2.4067206477426454e-08
0.8,27,31,58,0.4666666666666667,6.293112697619563e-09,1,0,-0.5999999377873139,1.6371759516776075e-07,1.1956913897095466e-07
0.8,28,30,58,0.48333333333333334,2.9271021939614172e-08,1,0,-0.5999997254061178,7.226154797732267e-07,5.561493632683638e-07
0.8,29,29,58,0.5,1.2752139233462856e-07,1,0,-0.5999988650127682,2.986808504482001e-06,2.4229053688432134e-06
0.8,30,28,58,0.5166666666666667,5.205228741367307e-07,1,0,-0.5999956065139814,1.1561805311780565e-05,9.889915550945887e-06
0.8,31,27,58,0.5333333333333333,1.991109064181096e-06,1,0,-0.5999840737915823,4.1911074783443245e-05,3.783078153339328e-05
0.8,32,26,58,0.55,7.1381607292808624e-06,1,0,-0.5999459495523791,0.00014223802005472756,0.00013562119549997336
0.8,33,25,58,0.5666666666666667,2.398305708761761e-05,1,0,-0.599828332627903,0.00045175624236068067,0.00045563347761547527
0.8,34,24,58,0.5833333333333334,7.550862241900713e-05,1,0,-0.5994901042463885,0.0013418309305563147,0.0014342145032733974
0.8,35,23,58,0.6,0.00022272452336602466,1,0,-0.5985852001499645,0.0037231575000931678,0.004227824034818157
0.8,36,22,58,0.6166666666666667,0.0006153002592247381,1,0,-0.5963397636791632,0.009632200844307461,0.011660624942984903
0.8,37,21,58,0.6333333333333333,0.0015914345213599024,1,0,-0.5911985742952598,0.023161646591421423,0.030038202435484673
0.8,38,20,58,0.65,0.0038519559705150197,1,0,-0.5804214778378958,0.05152242674237948,0.072052101332127
0.8,39,19,58,0.6666666666666666,0.008720771399464478,1,0,-0.5599131517130376,0.105491706018322,0.1601880716409695
0.8,40,18,58,0.6833333333333333,0.018458402257363282,1,0,-0.5245294828023246,0.1986066242044089,0.32846478982862476
0.8,41,17,58,0.7,0.03650864482322458,1,0,-0.4683652615560595,0.3464072064314219,0.6206427412039147
0.8,42,16,58,0.7166666666666667,0.06745191779327198,1,0,-0.38482270733127755,0.5662560333387426,1.0889998322809211
0.8,43,15,58,0.7333333333333333,0.11638546574590602,1,0,-0.2690062662778123,0.8710361413741778,1.7983919977734502
0.8,44,14,58,0.75,0.18756153549519183,1,0,-0.12361288634448542,1.2536502990934584,2.8241298433213307
0.8,45,13,58,0.7666666666666667,0.2824629618275727,2,1,0.08453520594965891,1.8014084367096292,4.341923505906079
0.8,46,12,58,0.7833333333333333,0.3979951330148186,2,1,0.2277144187469604,2.1781958388077918,6.38994007028653
0.8,47,11,58,0.8,0.5258179607113473,2,1,0.30098009670081183,2.3710002544758186,8.688121463726855
0.8,48,10,58,0.8166666666666667,0.653640788407874,2,1,0.2881195933066305,2.3371568244911387,11.016331705110716
0.8,49,9,58,0.8333333333333334,0.7684204704210826,2,1,0.18891649355012063,2.0760960356582085,13.144430920534205
0.8,50,8,58,0.85,0.8602442160316497,2,1,0.03283060161677298,1.6653436884651924,14.901086555723706
0.8,51,7,58,0.8666666666666667,0.9250609776391087,1,0,-0.08587380081052132,1.3529636820775703,16.401075664053568
0.8,52,6,58,0.8833333333333333,0.9649482155513911,1,0,-0.26349049664320745,0.8855513246231332,17.565505575198287
0.8,53,5,58,0.9,0.9860207185993894,1,0,-0.40794631658177494,0.5054044300479497,18.299311977888845
0.8,54,4,58,0.9166666666666666,0.9953862755096109,1,0,-0.5058872653118343,0.2476650912846452,18.702385375174895
0.8,55,3,58,0.9333333333333333,0.9987919325678732,1,0,-0.5611960460055236,0.10211566840651898,18.892463860157218
0.8,56,2,58,0.95,0.9997649774416625,1,0,-0.5869073326171517,0.034454387849589097,18.96789597151001
0.8,57,1,58,0.9666666666666667,0.9999698289940392,1,0,-0.5965284719601662,0.009135600104823283,18.992403437726452
0.8,58,0,58,0.9833333333333333,0.9999980843805739,1,0,-0.5993216539135453,0.0017851212801396343,18.9986650557566
0.8,0,59,59,0.01639344262295082,0.0,1,0,-0.6,0.0,0.0
0.8,1,58,59,0.03278688524590164,0.0,1,0,-0.6,0.0,0.0
0.8,2,57,59,0.04918032786885246,0.0,1,0,-0.6,0.0,0.0
0.8,3,56,59,0.06557377049180328,0.0,1,0,-0.6,0.0,0.0
0.8,4,55,59,0.08196721311475409,0.0,1,0,-0.6,0.0,0.0
0.8,5,54,59,0.09836065573770492,0.0,1,0,-0.6,0.0,0.0
0.8,6,53,59,0.11475409836065574,0.0,1,0,-0.6,0.0,0.0
0.8,7,52,59,0.13114754098360656,0.0,1,0,-0.6,0.0,0.0
0.8,8,51,59,0.14754098360655737,0.0,1,0,-0.6,0.0,0.0
0.8,9,50,59,0.16393442622950818,0.0,1,0,-0.6,0.0,0.0
0.8,10,49,59,0.18032786885245902,0.0,1,0,-0.6,0.0,0.0
0.8,11,48,59,0.19672131147540983,0.0,1,0,-0.6,0.0,0.0
0.8,12,47,59,0.21311475409836064,0.0,1,0,-0.6,0.0,0.0
0.8,13,46,59,0.22950819672131148,0.0,1,0,-0.6,0.0,0.0
0.8,14,45,59,0.2459016393442623,0.0,1,0,-0.6,0.0,0.0
0.8,15,44,59,0.26229508196721313,0.0,1,0,-0.6,0.0,0.0
0.8,16,43,59,0.2786885245901639,0.0,1,0,-0.6,0.0,0.0
0.8,17,42,59,0.29508196721311475,0.0,1,0,-0.6,0.0,0.0
0.8,18,41,59,0.3114754098360656,1.1102230246251565e-16,1,0,-0.5999999999999984,4.218847493575592e-15,2.1094237467877943e-15
0.8,19,40,59,0.32786885245901637,7.771561172376096e-16,1,0,-0.5999999999999888,2.953193245502914e-14,1.4765966227514566e-14
0.8,20,39,59,0.3442622950819672,5.995204332975845e-15,1,0,-0.599999999999911,2.341460358934453e-13,1.1390888232654116e-13
0.8,21,38,59,0.36065573770491804,4.651834473179406e-14,1,0,-0.5999999999993515,1.7065238111513267e-12,8.838485499040698e-13
0.8,22,37,59,0.3770491803278688,3.3362201889985954e-13,1,0,-0.5999999999956017,1.1574408098624633e-11,6.338818359095339e-12
0.8,23,36,59,0.39344262295081966,2.2308821456817896e-12,1,0,-0.5999999999721475,7.329614692963552e-11,4.238676076781899e-11
0.8,24,35,59,0.4098360655737705,1.3930523401484152e-11,1,0,-0.5999999998351115,4.3391690240923667e-10,2.646799446213265e-10
0.8,25,34,59,0.4262295081967213,8.13206169070213e-11,1,0,-0.5999999990867708,2.4032348333591337e-09,1.5450917209503463e-09
0.8,26,33,59,0.4426229508196721,4.4419035116760597e-10,1,0,-0.5999999952647386,1.2461214060621715e-08,8.439616662443542e-09
0.8,27,32,59,0.45901639344262296,2.271978605250524e-09,1,0,-0.5999999770001572,6.05259022901094e-08,4.316759321492647e-08
0.8,28,31,59,0.47540983606557374,1.0888694501609564e-08,1,0,-0.5999998953110606,2.754972088236937e-07,2.0688518838268722e-07
0.8,29,30,59,0.4918032786885246,4.892109595200367e-08,1,0,-0.5999995533271931,1.1754547549758235e-06,9.295006681559139e-07
0.8,30,29,59,0.5081967213114754,2.0612168871725345e-07,1,0,-0.5999982133087732,4.701819017793868e-06,3.916309172637915e-06
0.8,31,28,59,0.5245901639344263,8.146401121456037e-07,1,0,-0.5999932999078982,1.76318213204185e-05,1.547811448441848e-05
0.8,32,27,59,0.5409836065573771,3.02051939715664e-06,1,0,-0.5999764481610981,6.197852342615377e-05,5.738918926786173e-05
0.8,33,26,59,0.5573770491803278,1.0507140000948212e-05,1,0,-0.599922417471852,0.00020416454775773458,0.00019962720932258928
0.8,34,25,59,0.5737704918032787,3.428817015393992e-05,1,0,-0.5997606024845721,0.0006299934616523777,0.00065138345168327
0.8,35,24,59,0.5901639344262295,0.00010495180260849946,1,0,-0.5993084071776527,0.0018199811114404368,0.0019932143822395847
0.8,36,23,59,0.6065573770491803,0.00030123967053785616,1,0,-0.598130830209871,0.004918867868760276,0.0057163718823327525
0.8,37,22,59,0.6229508196721312,0.0008105271116517487,1,0,-0.5952778868459909,0.01242661356318163,0.015348572726640215
0.8,38,21,59,0.639344262295082,0.0020435388111909036,1,0,-0.588860656149518,0.029314062764426253,0.03851021931806164
0.8,39,20,59,0.6557377049180327,0.004825719056304911,1,0,-0.5754934435289378,0.06449093808174239,0.09003264606044112
0.8,40,19,59,0.6721311475409836,0.01066829757104415,1,0,-0.5497914452788009,0.13212777558210276,0.19552435207876312
0.8,41,18,59,0.6885245901639344,0.022068450770535653,1,0,-0.5043646576739044,0.25167195348972504,0.394130976283172
0.8,42,17,59,0.7049180327868853,0.0426972994172341,1,0,-0.4309700926329496,0.4448155457027643,0.7405381827145939
0.8,43,16,59,0.7213114754098361,0.07723862738379905,1,0,-0.32340560612664504,0.7278799838772505,1.3067942160533366
0.8,44,15,59,0.7377049180327869,0.1306206796957634,1,0,-0.18203513814692673,1.099907531192296,2.1778303574275144
0.8,45,14,59,0.7540983606557377,0.20654182076166827,1,0,-0.018483670465292867,1.5303061303544934,3.431480656520973
0.8,46,13,59,0.7704918032786885,0.30556939606502165,2,1,0.1423612717464362,1.9535822940695686,5.232889093230602
0.8,47,12,59,0.7868852459016393,0.423559698554124,2,1,0.2660881503708392,2.2791793430811573,7.411084932038394
0.8,48,11,59,0.8032786885245902,0.5513825262506518,2,1,0.31911395549557753,2.418720935514676,9.782085186514212
0.8,49,10,59,0.819672131147541,0.6765967248105158,2,1,0.28234939727491515,2.3219720980918854,12.119242011005351
0.8,50,9,59,0.8360655737704918,0.786785219543196,2,1,0.16124261721746436,2.003270045309117,14.19533804666356
0.8,51,8,59,0.8524590163934426,0.8732075683531414,1,0,-0.014428756357913741,1.540976956952866,15.860681735128752
0.8,52,7,59,0.8688524590163934,0.9330384252215651,1,0,-0.20225349595489917,1.0467013264344658,17.213645417206322
0.8,53,6,59,0.8852459016393442,0.9691627161609908,1,0,-0.36429836919213443,0.6202674494943778,18.099196741829456
0.8,54,5,59,0.9016393442622951,0.9878938299814337,1,0,-0.48000644315308705,0.3157725180181856,18.604601171877405
0.8,55,4,59,0.9180327868852459,0.9960674069212634,1,0,-0.5485741901110686,0.13533107865507432,18.85226626316205
0.8,56,3,59,0.9344262295081968,0.9989865415426311,1,0,-0.5819558562104987,0.047484588919733284,18.95438193156857
0.8,57,2,59,0.9508196721311475,0.9998059477521378,1,0,-0.5950223051645338,0.013099196935431934,18.98883631941816
0.8,58,1,59,0.9672131147540983,0.9999754800713462,1,0,-0.5989875874912549,0.0026642434440589113,18.997971919522982
0.8,59,0,59,0.9836065573770492,0.9999984675044591,1,0,-0.5998650116655107,0.0003552324591851175,18.99975704080312
0.8,0,60,60,0.016129032258064516,0.0,1,0,-0.6,0.0,0.0
0.8,1,59,60,0.03225806451612903,0.0,1,0,-0.6,0.0,0.0
0.8,2,58,60,0.04838709677419355,0.0,1,0,-0.6,0.0,0.0
0.8,3,57,60,0.06451612903225806,0.0,1,0,-0.6,0.0,0.0
0.8,4,56,60,0.08064516129032258,0.0,1,0,-0.6,0.0,0.0
0.8,5,55,60,0.0967741935483871,0.0,1,0,-0.6,0.0,0.0
0.8,6,54,60,0.11290322580645161,0.0,1,0,-0.6,0.0,0.0
0.8,7,53,60,0.12903225806451613,0.0,1,0,-0.6,0.0,0.0
0.8,8,52,60,0.14516129032258066,0.0,1,0,-0.6,0.0,0.0
0.8,9,51,60,0.16129032258064516,0.0,1,0,-0.6,0.0,0.0
0.8,10,50,60,0.1774193548387097,0.0,1,0,-0.6,0.0,0.0
0.8,11,49,60,0.1935483870967742,0.0,1,0,-0.6,0.0,0.0
0.8,12,48,60,0.20967741935483872,0.0,1,0,-0.6,0.0,0.0
0.8,13,47,60,0.22580645161290322,0.0,1,0,-0.6,0.0,0.0
0.8,14,46,60,0.24193548387096775,0.0,1,0,-0.6,0.0,0.0
0.8,15,45,60,0.25806451612903225,0.0,1,0,-0.6,0.0,0.0
0.8,16,44,60,0.27419354838709675,0.0,1,0,-0.6,0.0,0.0
0.8,17,43,60,0.2903225806451613,0.0,1,0,-0.6,0.0,0.0
0.8,18,42,60,0.3064516129032258,0.0,1,0,-0.6,0.0,0.0
0.8,19,41,60,0.3225806451612903,2.220446049250313e-16,1,0,-0.6,0.0,4.218847493575592e-15
0.8,20,40,60,0.3387096774193548,1.7763568394002505e-15,1,0,-0.6,0.0,3.375077994860473e-14
0.8,21,39,60,0.3548387096774194,1.4099832412739488e-14,1,0,-0.5999999999999999,0.0,2.6789681584205e-13
0.8,22,38,60,0.3709677419354839,1.0391687510491465e-13,1,0,-0.6,0.0,1.9744206269933768e-12
0.8,23,37,60,0.3870967741935484,7.13096248716738e-13,1,0,-0.6,0.0,1.354882872561801e-11
0.8,24,36,60,0.4032258064516129,4.5707881923817695e-12,1,0,-0.5999999999999999,0.0,8.684497565525353e-11
0.8,25,35,60,0.41935483870967744,2.740851989813109e-11,1,0,-0.6000000000000001,0.0,5.207618780644902e-10
0.8,26,34,60,0.43548387096774194,1.5389456375913824e-10,1,0,-0.6,0.0,2.923996711423624e-09
0.8,27,33,60,0.45161290322580644,8.097479353708081e-10,1,0,-0.6,0.0,1.5385210772045338e-08
0.8,28,32,60,0.46774193548387094,3.995321740113411e-09,1,0,-0.6,0.0,7.591111306215475e-08
0.8,29,31,60,0.4838709677419355,1.8495174836097306e-08,1,0,-0.6,0.0,3.5140832188584844e-07
0.8,30,30,60,0.5,8.0361214571667e-08,1,0,-0.6000000000000001,0.0,1.5268630768616718e-06
0.8,31,29,60,0.5161290322580645,3.278253734029235e-07,1,0,-0.6,0.0,6.228682094655541e-06
0.8,32,28,60,0.532258064516129,1.2558159692144244e-06,1,0,-0.6,0.0,2.386050341507404e-05
0.8,33,27,60,0.5483870967741935,4.5178435179593635e-06,1,0,-0.5999999999999999,0.0,8.583902684122781e-05
0.8,34,26,60,0.5645161290322581,1.526334603152435e-05,1,0,-0.6,0.0,0.00029000357459896237
0.8,35,25,60,0.5806451612903226,4.842089664480742e-05,1,0,-0.6000000000000001,0.0,0.0009199970362513401
0.8,36,24,60,0.5967741935483871,0.00014420937619430418,1,0,-0.6,0.0,0.002739978147691777
0.8,37,23,60,0.6129032258064516,0.0004030971587606347,1,0,-0.6,0.0,0.007658846016452053
0.8,38,22,60,0.6290322580645161,0.0010571294515596685,1,0,-0.5999999999999999,0.0,0.02008545957963368
0.8,39,21,60,0.6451612903225806,0.002599974860213683,1,0,-0.6,0.0,0.049399522344059935
0.8,40,20,60,0.6612903225806451,0.005994234759252759,1,0,-0.6000000000000001,0.0,0.11389046042580232
0.8,41,19,60,0.6774193548387096,0.012948328210942384,1,0,-0.6000000000000001,0.0,0.2460182360079051
0.8,42,18,60,0.6935483870967742,0.026194220499875298,1,0,-0.6000000000000001,0.0,0.49769018949763016
0.8,43,17,60,0.7096774193548387,0.04960556501054714,1,0,-0.6000000000000001,0.0,0.9425057352003945
0.8,44,16,60,0.7258064516129032,0.08791503784619192,1,0,-0.5999999999999996,0.0,1.670385719077645
0.8,45,15,60,0.7419354838709677,0.1458049079089444,1,0,-0.5999999999999996,0.0,2.770293250269941
